ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,ESTABELECI,ENDERECO,BAIRRO,TELEFONE,CEP,CNES,SA_DEPADM,DEPADM,SA_TIPO,TIPO,SA_CLASSE,CLASSE,LEITOS
794,-46667451,-23480948,355030813000142,3550308005124,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,V ESPANHOLA-NASF,"JOAO DOS STOS ABREU,AV, 650",V ESPANHOLA,62392959,02566020,2788853.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
795,-46527370,-23526650,355030859000036,3550308005074,60,PENHA,21,PENHA,Leste,Leste 1,V ESPERANCA-PAI,"MARIA CARLOTA,R., 631",V ESPERANCA,,03647000,2788861.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
796,-46534195,-23569674,355030885000055,3550308005040,87,VILA FORMOSA,26,ARICANDUVA-FORMOSA-CARRAO,Leste,Leste 1,V FORMOSA I -PAI COMENDADOR JOSE GONCALEZ,"NOSSA SENHORA DAS DORES,R,350",V FORMOSA,62167583,03367040,4049799.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
797,-46545915,-23566679,355030885000006,3550308005040,87,VILA FORMOSA,26,ARICANDUVA-FORMOSA-CARRAO,Leste,Leste 1,V FORMOSA II -NASF,"MARQUES DE NAZARE,PCA111",V FORMOSA,66745246,03359110,2788896.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
798,-46508335,-23523064,355030859000067,3550308005145,60,PENHA,21,PENHA,Leste,Leste 1,V GRANADA-SAD,"MADALENA JULIA,R,60",V GERMANIE,69571194,03660010,2788926.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
799,-46635644,-23702631,355030858000070,3550308005215,59,PEDREIRA,16,CIDADE ADEMAR,Sul,Sul 2,V GUACURI-NASF,"VALENTINO FIORAVANTI,R,416",JD. RUBILENE,56740921,04475380,2788934.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
800,-46513933,-23537243,355030891000031,3550308005075,93,VILA MATILDE,21,PENHA,Leste,Leste 1,V GUILHERMINA-NASF,"JOAO MARCHIORI,R,59",V GUILHERMINA,66852124,03547020,2788969.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
801,-46651288,-23677002,355030822000042,3550308005164,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,V IMPERIO II -NASF,"NESTOR SAMPAIO PENTEADO, DR,R,184",AMERICANOPOLIS,56246554,04409060,2788977.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
802,-46651288,-23677002,355030822000042,3550308005164,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,V IMPERIO II -SAD,"NESTOR SAMPAIO PENTEADO, DR,R,184",AMERICANOPOLIS,56246554,04409060,2788977.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
803,-46700665,-23531524,355030848000043,3550308005059,48,LAPA,8,LAPA,Oeste,Oeste,V IPOJUCA (WANDA C DE MORAES)-CONS RUA ATIV/UBS,"CATAO,R,1266",V IPOJUCA,36761394,05049000,2788985.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
804,-46449464,-23502081,355030887000072,3550308005193,89,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,V JACUI-PAI,"EPIDO FELICIANO,R,165",VILA JACUI,62978709,08060220,2789000.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
805,-46449464,-23502081,355030887000072,3550308005193,89,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,V JACUI-SAD,"EPIDO FELICIANO,R,165",VILA JACUI,62978709,08060220,2789000.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
806,-46587692,-23477290,355030882000122,3550308005132,84,TUCURUVI,5,SANTANA-TUCURUVI,Norte,Norte 2,V NIVI-ESF,"CAMPINOPOLIS,PCA,125",V  NIVI,22017219,02252160,2027674.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
807,-46426226,-23515708,355030884000089,3550308005253,86,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,V NOVA CURUCA-NASF,"NARCEJA,R,51",V  NOVA CURUCA,61352292,08032340,4050207.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
808,-46572139,-23450982,355030839000083,3550308005136,38,JACANA,6,JACANA-TREMEMBE,Norte,Norte 2,V NOVA GALVAO (SONIA R CAMPANELLI)- ESF,"ALPHEU LUIZ GASPARINI,116",V  NOVA GALVAO,62417366,02281110,2789108.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
809,-46744260,-23542420,355030841000058,3550308005108,40,JAGUARE,8,LAPA,Oeste,Oeste,V NOVA JAGUARE-CONS RUA ATIV/UBS,"SALATIEL DE CAMPOS,R,222",JAGUARE,37681527,05333010,2789116.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
810,-46744260,-23542420,355030841000058,3550308005108,40,JAGUARE,8,LAPA,Oeste,Oeste,V NOVA JAGUARE-ESF,"SALATIEL DE CAMPOS,R,222",JAGUARE,37681527,05333010,2789116.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
811,-46509644,-23578303,355030804000073,3550308005151,04,ARICANDUVA,26,ARICANDUVA-FORMOSA-CARRAO,Leste,Leste 1,V NOVA YORK-ESF,"EDGAR MAGALHAES NORONHA,DR,R,200",V NOVA YORK,67212707,03480000,2789124.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
812,-46680180,-23466366,355030811000034,3550308005123,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,V PENTEADO-NASF,"URUPEVA,R,S/N",V PENTEADO,38518201,02766080,2789159.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
813,-46760927,-23501676,355030840000021,3550308005109,39,JAGUARA,8,LAPA,Oeste,Oeste,V PIAUI-NASF,"CAMILO CASTELO BRANCO,R,10",V NILVA,36214508,05109270,2789175.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
814,-46746584,-23481950,355030863000204,3550308005113,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,V PIRITUBA -ESF,"RIBEIRAO VERMELHO,R,501",PIRITUBA,39042509,05727000,2789183.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
815,-46582361,-23581804,355030893000064,3550308005042,95,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,V PRUDENTE - APD,"CENTENARIO DE V PRUDENTE,PCA,108",V  PRUDENTE,22731665,03132050,2751852.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
816,-46582361,-23581804,355030893000064,3550308005042,95,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,V PRUDENTE-ESF,"CENTENARIO DE V PRUDENTE,PCA,108",V  PRUDENTE,22725763,03132050,3359131.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
817,-46582361,-23581804,355030893000064,3550308005042,95,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,V PRUDENTE-NASF,"CENTENARIO DE V PRUDENTE,PCA,108",V  PRUDENTE,22725763,03132050,3359131.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
818,-46506574,-23617033,355030876000186,3550308005161,78,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,V RENATO-NASF,"BERNARDINO FERRAZ,R,54",V RENATO,67030947,03978210,2789221.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
819,-46694718,-23528052,355030848000039,3550308005059,48,LAPA,8,LAPA,Oeste,Oeste,V ROMANA-CONS RUA ATIV/UBS,"VESPASIANO,R, 679",VILA ROMANA,36720911,05044050,2789248.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
820,-46694718,-23528052,355030848000039,3550308005059,48,LAPA,8,LAPA,Oeste,Oeste,V ROMANA-PAI,"VESPASIANO,R, 679",VILA ROMANA,36720911,05044050,2789248.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
821,-46445444,-23524747,355030837000110,3550308005200,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,V SANTANA-ESF,"VITOR JOSE DE CASTRO,R,84",V  SANTANA,61513962,08240300,4050215.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
822,-46560548,-23548776,355030880000143,3550308005037,82,TATUAPE,25,MOOCA,Leste,Leste 1,V SANTO ESTEVAO-CONS RUA ATIV/UBS,"ANTONIO CAMARDO, R,678",V GOMES CARDIM,22960105,03309060,2752387.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
823,-46560548,-23548776,355030880000143,3550308005037,82,TATUAPE,25,MOOCA,Leste,Leste 1,V SANTO ESTEVAO-ESF,"ANTONIO CAMARDO, R,678",V GOMES CARDIM,22960105,03309060,2752387.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
824,-46652022,-23652877,355030838000004,3550308005097,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,V STA CATARINA-ESF,"BELMIRO ZANETTI ESTEVES,R,181",V  SANTA CATARINA,55639814,04377060,2046997.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
825,-46652022,-23652877,355030838000004,3550308005097,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,V STA CATARINA-NASF,"BELMIRO ZANETTI ESTEVES,R,181",V  SANTA CATARINA,55639814,04377060,2046997.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
826,-46671045,-23492659,355030850000043,3550308005060,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,V STA MARIA-NASF,"DARIO RIBEIRO,PROF,R,670",CASA VERDE ALTA,39656035,02559000,2788632.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
827,-46707563,-23853765,355030855000099,3550308005302,56,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,VARGEM GRANDE-NASF,"ARARAS,DAS,R,49",VARGEM GRANDE,59212111,04895010,2789280.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
828,-46684137,-23786468,355030830000303,3550308005303,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,VARGINHA-NASF,"HENRIQUE MUZZIO, R,152",JD VARGINHA,55263988,04857040,2789299.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
829,-46697386,-23564196,355030862000074,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,"VICTOR MELLO,DR-CONS RUA ATIV/CS I (PINHEIROS)","FERREIRA DE ARAUJO,R,789",PINHEIROS,30318407,05428002,2068966,2,Estadual,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
830,-46751334,-23399045,355030861000087,3550308005242,62,PERUS,1,PERUS,Norte,Norte 1,VILA CAIUBA - NASF,"PRESIDENTE VARGAS,R,1",PERUS,39936844,05207000,6377742.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
831,-46524187,-23552513,355030820000075,3550308005078,20,CARRAO,26,ARICANDUVA-FORMOSA-CARRAO,Leste,Leste 1,VILA CARRAO -SAD DR. ADHEMAR MONTEIRO PACHECO,"JACI BARBOSA,DR,R,280",CARRAOZINHO,67854728,03447000,2752352.000000,1,Municipal,59,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
832,-46658344,-23467293,355030813000028,3550308005125,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,VILA DIONISIA II - NASF,"SETE DE DEZEMBRO, R. 73",VILA NOVA CACHOEIRINHA,22081943,02617060,6974511,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
833,-46514591,-23552649,355030891000041,3550308005076,93,VILA MATILDE,21,PENHA,Leste,Leste 1,VILA TALARICO - SAD,"MUAN´?¢, R., 214",JARDIM MARINGA,22259500,03505000,7270941,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
834,-46458500,-23529659,355030837000028,3550308005199,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,V REGINA-SAD,"CATARINA LOPES,R,450",V  REGINA,62056003,08225000,4050029.000000,1,Municipal,58,PROGRMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
835,-46395525,-23507804,355030836000100,3550308005249,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,"ATUALPA GIRAO RABELO,DR-PA","ILHA DO ARVOREDO,R,10",V  MORGADOURO,69631436,08140270,2040727.000000,1,Municipal,38,PRONTO ATENDIMENTO,6,URGENCIA/ EMERGENCIA,0
836,-46397488,-23603105,355030825000299,3550308005272,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,"GLORIA R S BONFIM,DRA-PA","METALURGICOS,DOS,AV,2820",CIDADE TIRADENTES,62820502,08471000,2069040.000000,1,Municipal,38,PRONTO ATENDIMENTO,6,URGENCIA/ EMERGENCIA,0
837,-46789594,-23653044,355030819000295,3550308005296,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,JD MACEDONIA-PA,"LOUIS BOLOGNE,R,133",JD. MACEDONIA,58211147,05894350,4049918.000000,1,Municipal,38,PRONTO ATENDIMENTO,6,URGENCIA/ EMERGENCIA,0
838,-46479096,-23610271,355030873000205,3550308005206,75,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,S MATEUS II-PA,"JOAO BALAN,MTO,R,88",CIDADE SAO MATEUS,69196018,03963030,2075423.000000,1,Municipal,38,PRONTO ATENDIMENTO,6,URGENCIA/ EMERGENCIA,0
839,-46748696,-23649182,355030846000253,3550308005229,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,UPA CAMPO LIMPO,"TEREZA MOUCO DE OLIVEIRA, R., 121",CAMPO LIMPO,,05835005,7479387,1,Municipal,38,PRONTO ATENDIMENTO,6,URGENCIA/EMERGENCIA,0
840,-46652941,-23656272,355030838000038,3550308005096,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,UPA VILA SANTA CATARINA,"CIDADE DE BAGD´?¢, R., 529",VILA SANTA CATARINA,,04377036,7638698,1,Municipal,38,PRONTO ATENDIMENTO,6,URGENCIA/EMERGENCIA,0
841,-46652528,-23530772,355030869000010,3550308005027,70,SANTA CECILIA,9,SE,Centro,Centro,"ALVARO DINO DE ALMEIDA,DR-PS BARRA FUNDA","VITORINO CARMILO,R,717",CAMPOS ELISEOS,38265666,01153000,4050320.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/ EMERGENCIA,0
842,-46607199,-23633034,355030868000350,3550308005088,69,SACOMA,13,IPIRANGA,Sul,Sul 1,"AUGUSTO G MATOS,DR-PS","JULIO FELIPE GUEDES,R,200",V DAS MERC-S,69468294,04174040,2037971.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/ EMERGENCIA,0
843,-46722901,-23771300,355030855000011,3550308005299,56,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,BALNEARIO SAO JOSE-PS,"GASPAR LEME,R.,S/N",BALNEARIO SAO JOSE,59797173,04864050,2752093.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/ EMERGENCIA,0
844,-46738973,-23583954,355030812000118,3550308005180,12,BUTANTA,10,BUTANTA,Oeste,Oeste,"CAETANO VIRGILIO NETO,DR-PS BANDEIRANTES","AUGUSTO FARINHA,R,1125",JD. PINHEIROS,37316018,05594001,2027100.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/ EMERGENCIA,0
845,-46722018,-23537038,355030802000062,3550308005106,02,ALTO DE PINHEIROS,11,PINHEIROS,Oeste,Oeste,"JOAO CATARIN MEZOMO,PROF-PS LAPA","QUEIROS FILHO,AV,313",PQ. DA LAPA,30224122,05319000,2082837.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/ EMERGENCIA,0
846,-46701107,-23645505,355030871000012,3550308005173,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,"JOSE SYLVIO DE CAMARGO,DR-PS (STO AMARO)","ADOLFO PINHEIRO,AV,805",SANTO AMARO,55231711,04733100,2752107.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/ EMERGENCIA,0
847,-46410745,-23527129,355030896000044,3550308005259,47,LAJEADO,28,GUAIANASES,Leste,Leste 2,JULIO TUPY-PS,"SERRA DA QUEIMADA,R,800",PQ. GUAIANAZES,61351821,08431640,2069032.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/ EMERGENCIA,0
848,-46626030,-23511560,355030870000060,3550308005064,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,"LAURO RIBAS BRAGA,DR-PS (SANTANA)","VOLUNTARIOS DA PATRIA,R,943",SANTANA,62213682,02011000,2071495.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/ EMERGENCIA,0
849,-46690197,-23748368,355030830000098,3550308005284,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,"MARIA ANTONIETA FERREIRA DE BARROS,D-PS","ANTONIO FELIPE,R,180",JD. REIMBERG,59280345,04845000,4050282.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/ EMERGENCIA,0
850,-46737935,-23403315,355030861000051,3550308005242,62,PERUS,1,PERUS,Norte,Norte 1,PERUS-PS,"JULIO DE OLIVEIRA,R,80",V FLAMENGO,39171242,05201070,4050169.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/ EMERGENCIA,0
851,-46576824,-23516841,355030889000005,3550308005035,91,VILA MARIA,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,V MARIA BAIXA-PS,"HUGO BRANDI,ENG,PCA,15",PQ. NOVO MUNDO,69544536,02168050,2075407.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/ EMERGENCIA,0
852,-46688499,-23489580,355030829000016,3550308005117,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,VINTE E UM DE JUNHO-PS (FREGUESIA DO O),"JOAO PAULO I,AV,421",FREGUESIA DO O,39755866,02738000,2029189.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/ EMERGENCIA,0
853,-46566501,-23555398,355030885000119,3550308005040,87,VILA FORMOSA,26,ARICANDUVA-FORMOSA-CARRAO,Leste,Leste 1,RT ARICANDUVA I - FEMININO,"CORONEL IRINEU DE CASTRO, R., 470",ANALIA FRANCO,,03333050,338429C,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0
854,-46565881,-23556322,355030885000113,3550308005040,87,VILA FORMOSA,26,ARICANDUVA-FORMOSA-CARRAO,Leste,Leste 1,RT ARICANDUVA II - MASCULINO,"FRANCISCO ZICARDI, R., 223",TATUAPE,,03335090,338429B,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0
855,-46689001,-23473000,355030811000073,3550308005120,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,RT BRASILANDIA - MASCULINO,"MODERNISMO, DO,R, 56",VILA BRASILANDIA,,02844030,278657B,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0
856,-46715847,-23572219,355030812000042,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,RT BUTANTA - MASCULINO,"CAPITAO PAULO CARRILHO, R., 63",VL PIRAJUSSARA,,05580020,278651B,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0
857,-46698304,-23558483,355030862000046,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,RT BUTANTA - MISTA,"ROQUETE PINTO, R., 429B",BUTANTA,,05515010,278651C,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0
858,-46763670,-23662640,355030819000334,3550308005231,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,RT CAMPO LIMPO I - FEMININO,"ANALIA DO LACIO ALBINO, R., 546",PARQUE MARIA HELENA,,05854020,202881B,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0
859,-46743142,-23614170,355030894000190,3550308005178,96,VILA SONIA,10,BUTANTA,Oeste,Oeste,RT CAMPO LIMPO II - MISTA,"CESAR SALGADO, DR.,R,63",VILA PRAIA,,,687979B,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0
860,-46428686,-23504320,355030884000142,3550308005253,86,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,RT ITAIM PAULISTA - MASCULINO (CAPS ADULTO ITAIM PAULISTA),"CEMBIRA,R,992",V CURUCA,20163696,08030050,572543B,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0
861,-46644507,-23648014,355030838000024,3550308005095,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,RT JABAQUARA - MASCULINO,"DOS BURITIS, R., 482",PARQUE JABAQUARA,,04321001,302543B,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0
862,-46716945,-23521937,355030848000055,3550308005059,48,LAPA,8,LAPA,Oeste,Oeste,RT LAPA - FEMININO,"LAURINDO DE BRITO, R., 563",LAPA,,05078100,405029B,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0
863,-46766519,-23681962,355030843000176,3550308005226,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,RT M BOI MIRIM - FEMININO (CAPS ADULTO M BOI MIRIM),"ERNESTO PASQUALUCCI,R,52",JD DION-SIO,58335690,04935050,390638B,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0
864,-46626050,-23490905,355030870000073,3550308005065,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,RT MANDAQUI I - MASCULINO,"PEDRO DOLL, R., 52",SANTANA,,02404000,207080.C,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0
865,-46634993,-23478254,355030851000172,3550308005129,51,MANDAQUI,5,SANTANA-TUCURUVI,Norte,Norte 2,RT MANDAQUI II- FEMININO,"AUGUSTO KINDERMAN, R., 112",JD PICOLLO,,02436040,207080B,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0
866,-46722356,-23829291,355030855000029,3550308005301,56,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,RT PARELHEIROS - MISTA,"SERGINO IGNACIO FERREIRA,R., 713",NOVA PARELHEIROS,,,606658B,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0
867,-46665042,-23531684,355030806000020,3550308005029,06,BARRA FUNDA,8,LAPA,Oeste,Oeste,RT PERDIZES - MISTA,"DOMICIO DA GAMA,R,93",PERDIZES,,05015030,404984B,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0
868,-46725940,-23484420,355030863000002,3550308005113,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,RT PIRITUBA II - MASCULINO,"CORNUC´?¢PIA,R., 400",JD CIDADE PIRITUBA,,02945060,278650B,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0
869,-46740878,-23473094,355030863000071,3550308005113,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,RT PIRITUBA/JARAGUA - FEMININO,R. JULIO PORTO CARRERO,JD  REGINA,,05175300,278650C,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0
870,-46710063,-23649896,355030871000064,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,RT SANTO AMARO - MISTA,"CERQUEIRA CESAR, R., 425",SANTO AMARO,,,404982B,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0
871,-46582692,-23572569,355030853000089,3550308005017,54,MOOCA,25,MOOCA,Leste,Leste 1,RT VILA PRUDENTE I - FEMININO,"PADRE CARLOS DA SILVA, R., 160",ALTO DA MOOCA,,03128160,278652B,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0
872,-46583009,-23573094,355030853000089,3550308005017,54,MOOCA,25,MOOCA,Leste,Leste 1,RT VILA PRUDENTE II - MASCULINO,"LUIZ GREGNANIN, R., 341",ALTO DA MOOCA,,03128170,278652C,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0
873,-46598345,-23601614,355030868000345,3550308005086,69,SACOMA,13,IPIRANGA,Sul,Sul 1,UNAD-UNIDADE DE ATENDIMENTO AO DEPENDENTE,"ALMIRANTE DELAMARE,AV,3033",VL NOVA HELI-POLIS,22192542,04230030,6585019.000000,1,Municipal,12,SERVICO ATENCAO INTEGRAL AO DEPENDENTE,3,SAUDE MENTAL,80
